ENS_ID,Gene_name,Chromosome
ENSG00000283921,MIR1302-9,9
ENSG00000218839,FAM138C,9
ENSG00000308983,ENSG00000308983,9
ENSG00000284986,ENSG00000284986,9
ENSG00000277631,PGM5P3-AS1,9
ENSG00000231808,LINC01388,9
ENSG00000302830,ENSG00000302830,9
ENSG00000170122,FOXD4,9
ENSG00000172785,ZNG1A,9
ENSG00000287480,ENSG00000287480,9
ENSG00000183784,DOCK8-AS1,9
ENSG00000107099,DOCK8,9
ENSG00000235880,ENSG00000235880,9
ENSG00000301432,ENSG00000301432,9
ENSG00000227155,DOCK8-AS2,9
ENSG00000107104,KANK1,9
ENSG00000293144,ENSG00000293144,9
ENSG00000235330,RPL12P25,9
ENSG00000228115,ENSG00000228115,9
ENSG00000202172,RNU6-1327P,9
ENSG00000229875,EIF1P1,9
ENSG00000227914,KANK1-AS1,9
ENSG00000294236,ENSG00000294236,9
ENSG00000306336,ENSG00000306336,9
ENSG00000294398,ENSG00000294398,9
ENSG00000294371,ENSG00000294371,9
ENSG00000137090,DMRT1,9
ENSG00000309491,ENSG00000309491,9
ENSG00000309504,ENSG00000309504,9
ENSG00000064218,DMRT3,9
ENSG00000294527,ENSG00000294527,9
ENSG00000307091,ENSG00000307091,9
ENSG00000252991,RNU6-1073P,9
ENSG00000228783,H3P29,9
ENSG00000286684,ENSG00000286684,9
ENSG00000281769,LINC-ADAIN,9
ENSG00000173253,DMRT2,9
ENSG00000224836,ENSG00000224836,9
ENSG00000236594,RPS27AP14,9
ENSG00000294012,ENSG00000294012,9
ENSG00000305015,ENSG00000305015,9
ENSG00000306944,ENSG00000306944,9
ENSG00000233575,ENSG00000233575,9
ENSG00000202383,RNA5SP279,9
ENSG00000287465,ENSG00000287465,9
ENSG00000298161,ENSG00000298161,9
ENSG00000298176,ENSG00000298176,9
ENSG00000299639,ENSG00000299639,9
ENSG00000295589,ENSG00000295589,9
ENSG00000224092,ENSG00000224092,9
ENSG00000080503,SMARCA2,9
ENSG00000308581,ENSG00000308581,9
ENSG00000236199,SMARCA2-AS1,9
ENSG00000222973,RNU2-25P,9
ENSG00000306181,ENSG00000306181,9
ENSG00000264615,RN7SL592P,9
ENSG00000306202,ENSG00000306202,9
ENSG00000305801,ENSG00000305801,9
ENSG00000236404,VLDLR-AS1,9
ENSG00000296869,ENSG00000296869,9
ENSG00000296890,ENSG00000296890,9
ENSG00000231052,ENSG00000231052,9
ENSG00000147852,VLDLR,9
ENSG00000286670,ENSG00000286670,9
ENSG00000300119,ENSG00000300119,9
ENSG00000168263,KCNV2,9
ENSG00000080608,PUM3,9
ENSG00000290482,ENSG00000290482,9
ENSG00000289552,ENSG00000289552,9
ENSG00000236496,GPS2P1,9
ENSG00000229184,ATP5PDP2,9
ENSG00000227835,CARM1P1,9
ENSG00000236511,LINC01231,9
ENSG00000080298,RFX3,9
ENSG00000215297,ENSG00000215297,9
ENSG00000308778,ENSG00000308778,9
ENSG00000232104,RFX3-DT,9
ENSG00000308758,ENSG00000308758,9
ENSG00000226669,ENSG00000226669,9
ENSG00000295401,ENSG00000295401,9
ENSG00000299091,ENSG00000299091,9
ENSG00000107249,GLIS3,9
ENSG00000236724,ENSG00000236724,9
ENSG00000237009,GLIS3-AS1,9
ENSG00000294238,ENSG00000294238,9
ENSG00000230001,ENSG00000230001,9
ENSG00000228322,GLIS3-AS2,9
ENSG00000200941,RNU6-694P,9
ENSG00000306426,ENSG00000306426,9
ENSG00000106688,SLC1A1,9
ENSG00000106686,SPATA6L,9
ENSG00000225893,RPS6P11,9
ENSG00000205808,PLPP6,9
ENSG00000273061,CDC37L1-DT,9
ENSG00000106993,CDC37L1,9
ENSG00000147853,AK3,9
ENSG00000287759,ENSG00000287759,9
ENSG00000270639,ECM1P1,9
ENSG00000293905,ENSG00000293905,9
ENSG00000220105,RPS5P6,9
ENSG00000120158,RCL1,9
ENSG00000233186,KLF4P1,9
ENSG00000199065,MIR101-2,9
ENSG00000228165,ENSG00000228165,9
ENSG00000220937,HNRNPA1P41,9
ENSG00000096968,JAK2,9
ENSG00000234534,CSNK1G2P1,9
ENSG00000182347,PDSS1P1,9
ENSG00000227730,MTND6P5,9
ENSG00000228166,MTND1P11,9
ENSG00000224083,MTCO1P11,9
ENSG00000235917,MTCO2P11,9
ENSG00000228097,MTATP6P11,9
ENSG00000237711,MTCO3P11,9
ENSG00000236254,MTND4P14,9
ENSG00000230225,MTND5P14,9
ENSG00000236567,TCF3P1,9
ENSG00000254017,IGHEP2,9
ENSG00000120210,INSL6,9
ENSG00000237553,ENSG00000237553,9
ENSG00000120211,INSL4,9
ENSG00000107014,RLN2,9
ENSG00000304317,ENSG00000304317,9
ENSG00000304293,ENSG00000304293,9
ENSG00000214195,HMGN2P31,9
ENSG00000107018,RLN1,9
ENSG00000272866,ENSG00000272866,9
ENSG00000231967,ENSG00000231967,9
ENSG00000107020,PLGRKT,9
ENSG00000214190,RNF152P1,9
ENSG00000296444,ENSG00000296444,9
ENSG00000120217,CD274,9
ENSG00000286162,INCR1,9
ENSG00000309015,ENSG00000309015,9
ENSG00000197646,PDCD1LG2,9
ENSG00000231509,ENSG00000231509,9
ENSG00000107036,RIC1,9
ENSG00000225408,ENSG00000225408,9
ENSG00000099219,ERMP1,9
ENSG00000307184,ENSG00000307184,9
ENSG00000223621,AK4P4,9
ENSG00000183354,BRD10,9
ENSG00000120215,MLANA,9
ENSG00000306655,ENSG00000306655,9
ENSG00000263575,MIR4665,9
ENSG00000137040,RANBP6,9
ENSG00000228739,ENSG00000228739,9
ENSG00000296795,ENSG00000296795,9
ENSG00000237274,GTF3AP1,9
ENSG00000137033,IL33,9
ENSG00000294323,ENSG00000294323,9
ENSG00000228132,ENSG00000228132,9
ENSG00000233846,SELENOTP1,9
ENSG00000170777,TPD52L3,9
ENSG00000301961,ENSG00000301961,9
ENSG00000301977,ENSG00000301977,9
ENSG00000147854,UHRF2,9
ENSG00000233367,ENSG00000233367,9
ENSG00000178445,GLDC,9
ENSG00000264530,RN7SL25P,9
ENSG00000296224,ENSG00000296224,9
ENSG00000237158,ENSG00000237158,9
ENSG00000301759,ENSG00000301759,9
ENSG00000206147,RPL23AP57,9
ENSG00000236924,LINC02851,9
ENSG00000266863,RN7SL123P,9
ENSG00000229057,RPS3AP54,9
ENSG00000231381,RNF2P1,9
ENSG00000232946,RPL35AP20,9
ENSG00000305910,ENSG00000305910,9
ENSG00000305866,ENSG00000305866,9
ENSG00000107077,KDM4C,9
ENSG00000231108,PRELID3BP11,9
ENSG00000256968,SNRPEP2,9
ENSG00000230581,ACTG1P14,9
ENSG00000224972,ENSG00000224972,9
ENSG00000285688,ENSG00000285688,9
ENSG00000302439,ENSG00000302439,9
ENSG00000288042,ENSG00000288042,9
ENSG00000310426,ENSG00000310426,9
ENSG00000303472,ENSG00000303472,9
ENSG00000230207,RPL4P5,9
ENSG00000178654,PPIAP33,9
ENSG00000303045,ENSG00000303045,9
ENSG00000273056,ENSG00000273056,9
ENSG00000137038,DMAC1,9
ENSG00000231902,LOC105375971,9
ENSG00000153707,PTPRD,9
ENSG00000235389,ENSG00000235389,9
ENSG00000212695,RPL18AP11,9
ENSG00000239102,RNU7-185P,9
ENSG00000225706,PTPRD-AS1,9
ENSG00000234021,ENSG00000234021,9
ENSG00000212829,RPS26P3,9
ENSG00000297341,ENSG00000297341,9
ENSG00000265735,RN7SL5P,9
ENSG00000230920,LOC105375972,9
ENSG00000300622,ENSG00000300622,9
ENSG00000234360,ENSG00000234360,9
ENSG00000226717,PTPRD-DT,9
ENSG00000294278,ENSG00000294278,9
ENSG00000232035,ENSG00000232035,9
ENSG00000294427,ENSG00000294427,9
ENSG00000227138,ENSG00000227138,9
ENSG00000230589,IMP3P1,9
ENSG00000270372,LINC03131,9
ENSG00000234146,AKAP8P1,9
ENSG00000297650,ENSG00000297650,9
ENSG00000309900,ENSG00000309900,9
ENSG00000230365,ENSG00000230365,9
ENSG00000286474,ENSG00000286474,9
ENSG00000275130,ENSG00000275130,9
ENSG00000285784,ENSG00000285784,9
ENSG00000305718,ENSG00000305718,9
ENSG00000303032,ENSG00000303032,9
ENSG00000224935,LOC105375976,9
ENSG00000231491,JKAMPP1,9
ENSG00000222581,RNU2-47P,9
ENSG00000235448,LURAP1L-AS1,9
ENSG00000107165,TYRP1,9
ENSG00000243115,RN7SL849P,9
ENSG00000153714,LURAP1L,9
ENSG00000222658,Y_RNA,9
ENSG00000307465,ENSG00000307465,9
ENSG00000285637,ENSG00000285637,9
ENSG00000214121,PRDX1P1,9
ENSG00000234586,LOC100130801,9
ENSG00000307493,ENSG00000307493,9
ENSG00000107186,MPDZ,9
ENSG00000234740,ENSG00000234740,9
ENSG00000223672,ENSG00000223672,9
ENSG00000226197,LOC105375977,9
ENSG00000270547,LINC01235,9
ENSG00000309345,ENSG00000309345,9
ENSG00000289185,ENSG00000289185,9
ENSG00000288556,ENSG00000288556,9
ENSG00000205636,LINC00583,9
ENSG00000296698,ENSG00000296698,9
ENSG00000229268,PES1P2,9
ENSG00000235533,ENSG00000235533,9
ENSG00000223568,RPL3P11,9
ENSG00000213954,ATP5PDP3,9
ENSG00000147862,NFIB,9
ENSG00000299834,ENSG00000299834,9
ENSG00000234982,RPL7AP47,9
ENSG00000288876,ENSG00000288876,9
ENSG00000225472,NFIB-AS1,9
ENSG00000289969,ENSG00000289969,9
ENSG00000309611,ENSG00000309611,9
ENSG00000309593,ENSG00000309593,9
ENSG00000237137,ENSG00000237137,9
ENSG00000273399,ENSG00000273399,9
ENSG00000175893,ZDHHC21,9
ENSG00000272871,ENSG00000272871,9
ENSG00000229029,CDCA4P1,9
ENSG00000301867,ENSG00000301867,9
ENSG00000147869,CER1,9
ENSG00000164946,FREM1,9
ENSG00000286500,ENSG00000286500,9
ENSG00000283647,ENSG00000283647,9
ENSG00000199814,RNU6-1260P,9
ENSG00000291185,ENSG00000291185,9
ENSG00000214110,LDHAP4,9
ENSG00000299023,ENSG00000299023,9
ENSG00000298992,ENSG00000298992,9
ENSG00000215237,ENSG00000215237,9
ENSG00000232000,CLCN3P1,9
ENSG00000234297,PSIP1P1,9
ENSG00000299047,ENSG00000299047,9
ENSG00000251960,RNU6-559P,9
ENSG00000306734,ENSG00000306734,9
ENSG00000155158,TTC39B,9
ENSG00000306748,ENSG00000306748,9
ENSG00000215236,RPL7P33,9
ENSG00000298321,ENSG00000298321,9
ENSG00000164975,SNAPC3,9
ENSG00000251834,RNU6-319P,9
ENSG00000164985,PSIP1,9
ENSG00000278754,ENSG00000278754,9
ENSG00000240613,RN7SL98P,9
ENSG00000213362,FTH1P12,9
ENSG00000207433,RNU6-246P,9
ENSG00000308232,ENSG00000308232,9
ENSG00000164989,CCDC171,9
ENSG00000231376,HMGN2P16,9
ENSG00000207360,RNU6-14P,9
ENSG00000294962,ENSG00000294962,9
ENSG00000297978,ENSG00000297978,9
ENSG00000303278,ENSG00000303278,9
ENSG00000205549,LINC03041,9
ENSG00000298303,ENSG00000298303,9
ENSG00000173068,BNC2,9
ENSG00000231756,ENSG00000231756,9
ENSG00000230694,ENSG00000230694,9
ENSG00000234779,BNC2-AS1,9
ENSG00000233551,LSM1P1,9
ENSG00000301859,ENSG00000301859,9
ENSG00000237153,ENSG00000237153,9
ENSG00000285169,ENSG00000285169,9
ENSG00000241152,RN7SL720P,9
ENSG00000226470,RPS29P33,9
ENSG00000237083,RPL31P42,9
ENSG00000044459,CNTLN,9
ENSG00000224488,SAMM50P1,9
ENSG00000298472,ENSG00000298472,9
ENSG00000107295,SH3GL2,9
ENSG00000228810,PABPC1P11,9
ENSG00000305833,ENSG00000305833,9
ENSG00000304312,ENSG00000304312,9
ENSG00000178031,ADAMTSL1,9
ENSG00000227167,ENSG00000227167,9
ENSG00000301144,ENSG00000301144,9
ENSG00000264638,MIR3152,9
ENSG00000252960,RN7SKP258,9
ENSG00000304884,ENSG00000304884,9
ENSG00000236857,RAP1BP1,9
ENSG00000155875,SAXO1,9
ENSG00000236680,PSMC3P1,9
ENSG00000155876,RRAGA,9
ENSG00000147874,HAUS6,9
ENSG00000251733,SCARNA8,9
ENSG00000252943,RNU6-264P,9
ENSG00000201118,Y_RNA,9
ENSG00000301319,ENSG00000301319,9
ENSG00000147872,PLIN2,9
ENSG00000302722,ENSG00000302722,9
ENSG00000232176,RPS6P10,9
ENSG00000137145,DENND4C,9
ENSG00000232978,ENSG00000232978,9
ENSG00000272842,ENSG00000272842,9
ENSG00000273226,ENSG00000273226,9
ENSG00000137154,RPS6,9
ENSG00000234853,NDUFA5P3,9
ENSG00000285911,ENSG00000285911,9
ENSG00000177076,ACER2,9
ENSG00000260912,ENSG00000260912,9
ENSG00000231909,MAP1LC3BP1,9
ENSG00000293266,ENSG00000293266,9
ENSG00000304025,ENSG00000304025,9
ENSG00000155886,SLC24A2,9
ENSG00000232158,C11orf98P1,9
ENSG00000286685,ENSG00000286685,9
ENSG00000297908,ENSG00000297908,9
ENSG00000297880,ENSG00000297880,9
ENSG00000276667,ENSG00000276667,9
ENSG00000261402,ENSG00000261402,9
ENSG00000270712,ENSG00000270712,9
ENSG00000277711,GLRX3P1,9
ENSG00000295175,ENSG00000295175,9
ENSG00000295192,ENSG00000295192,9
ENSG00000307767,ENSG00000307767,9
ENSG00000298581,ENSG00000298581,9
ENSG00000298695,ENSG00000298695,9
ENSG00000237434,SMNP,9
ENSG00000171843,MLLT3,9
ENSG00000263790,MIR4473,9
ENSG00000222202,RNU4-26P,9
ENSG00000264941,MIR4474,9
ENSG00000237088,RPL7AP48,9
ENSG00000301296,ENSG00000301296,9
ENSG00000188352,FOCAD,9
ENSG00000227071,FOCAD-AS1,9
ENSG00000207609,MIR491,9
ENSG00000202189,SNORA30B,9
ENSG00000188921,HACD4,9
ENSG00000294829,ENSG00000294829,9
ENSG00000230208,IFNNP1,9
ENSG00000171855,IFNB1,9
ENSG00000225027,IFNWP4,9
ENSG00000275980,ENSG00000275980,9
ENSG00000177047,IFNW1,9
ENSG00000199635,Y_RNA,9
ENSG00000137080,IFNA21,9
ENSG00000232281,IFNWP15,9
ENSG00000236637,IFNA4,9
ENSG00000226597,IFNWP9,9
ENSG00000214042,IFNA7,9
ENSG00000186803,IFNA10,9
ENSG00000223684,IFNWP18,9
ENSG00000147885,IFNA16,9
ENSG00000234829,IFNA17,9
ENSG00000232138,IFNWP5,9
ENSG00000228083,IFNA14,9
ENSG00000301340,ENSG00000301340,9
ENSG00000224416,IFNA22P,9
ENSG00000147873,IFNA5,9
ENSG00000198642,KLHL9,9
ENSG00000226393,IFNA20P,9
ENSG00000120235,IFNA6,9
ENSG00000171889,MIR31HG,9
ENSG00000233816,IFNA13,9
ENSG00000188379,IFNA2,9
ENSG00000261696,ENSG00000261696,9
ENSG00000231195,IFNA11P,9
ENSG00000235108,IFNA12P,9
ENSG00000120242,IFNA8,9
ENSG00000237691,IFNWP2,9
ENSG00000197919,IFNA1,9
ENSG00000238271,IFNWP19,9
ENSG00000184995,IFNE,9
ENSG00000199177,MIR31,9
ENSG00000264379,SNORD39,9
ENSG00000227443,H3P30,9
ENSG00000299739,ENSG00000299739,9
ENSG00000229835,KHSRPP1,9
ENSG00000244230,RN7SL151P,9
ENSG00000299763,ENSG00000299763,9
ENSG00000099810,MTAP,9
ENSG00000264545,ENSG00000264545,9
ENSG00000229298,TUBB8P1,9
ENSG00000265194,ENSG00000265194,9
ENSG00000279670,ENSG00000279670,9
ENSG00000264801,ERVFRD-3,9
ENSG00000224854,CDKN2A-AS1,9
ENSG00000147889,CDKN2A,9
ENSG00000240498,CDKN2B-AS1,9
ENSG00000266446,ENSG00000266446,9
ENSG00000147883,CDKN2B,9
ENSG00000215221,UBA52P6,9
ENSG00000274055,ENSG00000274055,9
ENSG00000277653,ENSG00000277653,9
ENSG00000298449,ENSG00000298449,9
ENSG00000236921,ENSG00000236921,9
ENSG00000299280,ENSG00000299280,9
ENSG00000176399,DMRTA1,9
ENSG00000234840,LINC01239,9
ENSG00000284418,LINC03142,9
ENSG00000236739,CLIC4P1,9
ENSG00000224549,ENSG00000224549,9
ENSG00000305822,ENSG00000305822,9
ENSG00000287696,ENSG00000287696,9
ENSG00000283982,LOC101929563,9
ENSG00000227607,SUMO2P2,9
ENSG00000226626,NOP56P2,9
ENSG00000107105,ELAVL2,9
ENSG00000231460,LOC105375992,9
ENSG00000306240,ENSG00000306240,9
ENSG00000300787,ENSG00000300787,9
ENSG00000237414,ENSG00000237414,9
ENSG00000277608,LOC100419692,9
ENSG00000269957,ENSG00000269957,9
ENSG00000205442,IZUMO3,9
ENSG00000223088,RMRPP5,9
ENSG00000222693,RN7SKP120,9
ENSG00000309091,ENSG00000309091,9
ENSG00000309076,ENSG00000309076,9
ENSG00000295812,ENSG00000295812,9
ENSG00000298250,ENSG00000298250,9
ENSG00000298267,ENSG00000298267,9
ENSG00000287318,ENSG00000287318,9
ENSG00000298275,ENSG00000298275,9
ENSG00000198680,TUSC1,9
ENSG00000236306,LINC01241,9
ENSG00000300408,ENSG00000300408,9
ENSG00000270683,GARIN3P1,9
ENSG00000276759,LINC03106,9
ENSG00000309811,ENSG00000309811,9
ENSG00000279256,ENSG00000279256,9
ENSG00000254261,ENSG00000254261,9
ENSG00000252580,ENSG00000252580,9
ENSG00000120159,CAAP1,9
ENSG00000232466,H3P31,9
ENSG00000295750,ENSG00000295750,9
ENSG00000240306,RN7SL100P,9
ENSG00000137055,PLAA,9
ENSG00000096872,IFT74,9
ENSG00000234676,IFT74-AS1,9
ENSG00000297562,ENSG00000297562,9
ENSG00000184434,LRRC19,9
ENSG00000306113,ENSG00000306113,9
ENSG00000299499,ENSG00000299499,9
ENSG00000254396,ENSG00000254396,9
ENSG00000120156,TEK,9
ENSG00000223162,RNA5SP280,9
ENSG00000232867,RPL36AP34,9
ENSG00000304245,ENSG00000304245,9
ENSG00000283945,REXO6P,9
ENSG00000291187,REXO6P,9
ENSG00000120160,EQTN,9
ENSG00000308922,ENSG00000308922,9
ENSG00000308938,ENSG00000308938,9
ENSG00000120162,MOB3B,9
ENSG00000237734,ENSG00000237734,9
ENSG00000300243,ENSG00000300243,9
ENSG00000287355,ENSG00000287355,9
ENSG00000147896,IFNK,9
ENSG00000285103,EMICERI,9
ENSG00000147894,C9orf72,9
ENSG00000307594,ENSG00000307594,9
ENSG00000215441,CTAGE12P,9
ENSG00000307610,ENSG00000307610,9
ENSG00000294991,ENSG00000294991,9
ENSG00000260390,ENSG00000260390,9
ENSG00000260412,ENSG00000260412,9
ENSG00000174482,LINGO2,9
ENSG00000305568,ENSG00000305568,9
ENSG00000305588,ENSG00000305588,9
ENSG00000229060,ENSG00000229060,9
ENSG00000287551,ENSG00000287551,9
ENSG00000224955,KCTD10P1,9
ENSG00000215966,MIR876,9
ENSG00000215939,MIR873,9
ENSG00000302413,ENSG00000302413,9
ENSG00000302398,ENSG00000302398,9
ENSG00000287038,ENSG00000287038,9
ENSG00000230276,ENSG00000230276,9
ENSG00000300910,ENSG00000300910,9
ENSG00000277646,PDK1P1,9
ENSG00000300964,ENSG00000300964,9
ENSG00000300941,ENSG00000300941,9
ENSG00000300227,ENSG00000300227,9
ENSG00000229834,ENSG00000229834,9
ENSG00000230097,ME2P1,9
ENSG00000310454,ENSG00000310454,9
ENSG00000310559,ENSG00000310559,9
ENSG00000303607,ENSG00000303607,9
ENSG00000299168,ENSG00000299168,9
ENSG00000280683,LINC01242,9
ENSG00000232060,SLC4A1APP1,9
ENSG00000239792,CDRT15P5,9
ENSG00000215210,RBMXP2,9
ENSG00000235626,KRT18P66,9
ENSG00000226246,KRT18P36,9
ENSG00000233278,RPS26P2,9
ENSG00000300658,ENSG00000300658,9
ENSG00000214020,FTLP4,9
ENSG00000228557,HSPA8P17,9
ENSG00000297063,ENSG00000297063,9
ENSG00000223421,ENSG00000223421,9
ENSG00000232203,SLC25A6P2,9
ENSG00000297756,ENSG00000297756,9
ENSG00000260720,LINC01243,9
ENSG00000226998,MTATP6P30,9
ENSG00000229080,MTCO3P30,9
ENSG00000304572,ENSG00000304572,9
ENSG00000304547,ENSG00000304547,9
ENSG00000235148,HMGB3P23,9
ENSG00000308674,ENSG00000308674,9
ENSG00000308688,ENSG00000308688,9
ENSG00000302201,ENSG00000302201,9
ENSG00000252313,RNA5SP281,9
ENSG00000302224,ENSG00000302224,9
ENSG00000225347,SLC25A5P8,9
ENSG00000122729,ACO1,9
ENSG00000107201,RIGI,9
ENSG00000288684,ENSG00000288684,9
ENSG00000197579,TOPORS,9
ENSG00000235453,SMIM27,9
ENSG00000165264,NDUFB6,9
ENSG00000232303,DFFBP1,9
ENSG00000295509,ENSG00000295509,9
ENSG00000122728,TAF1L,9
ENSG00000223440,ENSG00000223440,9
ENSG00000230516,ENSG00000230516,9
ENSG00000238001,SNRPCP1,9
ENSG00000230867,RPS11P4,9
ENSG00000295526,ENSG00000295526,9
ENSG00000188133,TMEM215,9
ENSG00000272113,Y_RNA,9
ENSG00000236796,ENSG00000236796,9
ENSG00000231193,ENSG00000231193,9
ENSG00000137074,APTX,9
ENSG00000223807,BOLA3P4,9
ENSG00000305849,ENSG00000305849,9
ENSG00000237437,ASS1P12,9
ENSG00000236184,TCEA1P4,9
ENSG00000305836,ENSG00000305836,9
ENSG00000225693,LAGE3P1,9
ENSG00000086061,DNAJA1,9
ENSG00000305860,ENSG00000305860,9
ENSG00000122692,SMU1,9
ENSG00000086062,B4GALT1,9
ENSG00000295424,ENSG00000295424,9
ENSG00000233554,B4GALT1-AS1,9
ENSG00000252224,RNU4ATAC15P,9
ENSG00000122711,SPINK4,9
ENSG00000107262,BAG1,9
ENSG00000086065,CHMP5,9
ENSG00000086102,NFX1,9
ENSG00000300420,ENSG00000300420,9
ENSG00000200544,Y_RNA,9
ENSG00000305061,ENSG00000305061,9
ENSG00000165269,AQP7,9
ENSG00000286322,LOC105376020,9
ENSG00000165272,AQP3,9
ENSG00000270542,ENSG00000270542,9
ENSG00000165271,NOL6,9
ENSG00000275651,MIR6851,9
ENSG00000228072,AL139008.2,9
ENSG00000226823,SUGT1P1,9
ENSG00000294561,ENSG00000294561,9
ENSG00000230453,ANKRD18B,9
ENSG00000225123,ENSG00000225123,9
ENSG00000234373,SNX18P7,9
ENSG00000226562,CYP4F26P,9
ENSG00000299689,ENSG00000299689,9
ENSG00000204982,PRSS3P4,9
ENSG00000205274,TRBV20OR9-2,9
ENSG00000231991,ANXA2P2,9
ENSG00000183938,TRBV21OR9-2,9
ENSG00000234122,TRBV22OR9-2,9
ENSG00000229063,TRBV23OR9-2,9
ENSG00000215206,TRBV24OR9-2,9
ENSG00000240215,TRBV25OR9-2,9
ENSG00000293199,PTENP1,9
ENSG00000237984,PTENP1,9
ENSG00000281128,PTENP1-AS,9
ENSG00000231165,TRBV26OR9-2,9
ENSG00000260947,ENSG00000260947,9
ENSG00000287063,ENSG00000287063,9
ENSG00000227301,ENSG00000227301,9
ENSG00000287495,ENSG00000287495,9
ENSG00000235481,UBE2R2-AS1,9
ENSG00000010438,PRSS3,9
ENSG00000223394,TRBV29OR9-2,9
ENSG00000107341,UBE2R2,9
ENSG00000200834,Y_RNA,9
ENSG00000251748,RNU4ATAC11P,9
ENSG00000137073,UBAP2,9
ENSG00000238300,SNORD121B,9
ENSG00000238886,SNORD121A,9
ENSG00000226801,OSTCP8,9
ENSG00000288949,ENSG00000288949,9
ENSG00000228352,DCAF12-AS1,9
ENSG00000222259,RN7SKP114,9
ENSG00000198876,DCAF12,9
ENSG00000224802,TUBB4BP2,9
ENSG00000308336,ENSG00000308336,9
ENSG00000239392,ENSG00000239392,9
ENSG00000305436,ENSG00000305436,9
ENSG00000306290,ENSG00000306290,9
ENSG00000165006,UBAP1,9
ENSG00000227383,RPL35AP2,9
ENSG00000252164,RNA5SP282,9
ENSG00000233668,RPS8P9,9
ENSG00000186638,KIF24,9
ENSG00000222426,RNU2-50P,9
ENSG00000229207,SERPINH1P1,9
ENSG00000164978,NUDT2,9
ENSG00000164976,MYORG,9
ENSG00000164972,SPMIP6,9
ENSG00000304102,ENSG00000304102,9
ENSG00000207032,Y_RNA,9
ENSG00000164970,FAM219A,9
ENSG00000122735,DNAI1,9
ENSG00000251697,RN7SKP24,9
ENSG00000168913,ENHO,9
ENSG00000230729,ENHO-AS1,9
ENSG00000232983,ENSG00000232983,9
ENSG00000122756,CNTFR,9
ENSG00000237159,CNTFR-AS1,9
ENSG00000164967,RPP25L,9
ENSG00000308714,ENSG00000308714,9
ENSG00000137100,DCTN3,9
ENSG00000294750,ENSG00000294750,9
ENSG00000205143,ARID3C,9
ENSG00000297325,ENSG00000297325,9
ENSG00000147955,SIGMAR1,9
ENSG00000213930,GALT,9
ENSG00000294190,ENSG00000294190,9
ENSG00000258728,ENSG00000258728,9
ENSG00000137070,IL11RA,9
ENSG00000213927,CCL27,9
ENSG00000261215,ENSG00000261215,9
ENSG00000187186,LOC730098,9
ENSG00000230074,ENSG00000230074,9
ENSG00000309109,ENSG00000309109,9
ENSG00000172724,CCL19,9
ENSG00000137077,CCL21,9
ENSG00000205108,SPATA31F1,9
ENSG00000309126,ENSG00000309126,9
ENSG00000257198,SPATA31F2P,9
ENSG00000290768,ENSG00000290768,9
ENSG00000187791,SPATA31F3,9
ENSG00000309069,ENSG00000309069,9
ENSG00000178723,GLULP4,9
ENSG00000215199,YWHAZP6,9
ENSG00000122733,PHF24,9
ENSG00000281491,DNAJB5-DT,9
ENSG00000137094,DNAJB5,9
ENSG00000273597,LOC100420114,9
ENSG00000279489,ENSG00000279489,9
ENSG00000233148,SYF2P2,9
ENSG00000286782,ENSG00000286782,9
ENSG00000279608,ENSG00000279608,9
ENSG00000174038,SPATA31G1,9
ENSG00000241568,RN7SL338P,9
ENSG00000165280,VCP,9
ENSG00000288699,ENSG00000288699,9
ENSG00000221829,FANCG,9
ENSG00000165282,PIGO,9
ENSG00000234181,PIGO-AS1,9
ENSG00000165283,STOML2,9
ENSG00000005238,ATOSB,9
ENSG00000215198,ENSG00000215198,9
ENSG00000308740,ENSG00000308740,9
ENSG00000198722,UNC13B,9
ENSG00000279083,ENSG00000279083,9
ENSG00000290567,ATP8B5P,9
ENSG00000179766,ATP8B5P,9
ENSG00000244213,ZFAND6P1,9
ENSG00000198853,RUSC2,9
ENSG00000287287,ENSG00000287287,9
ENSG00000235619,RPL36AP33,9
ENSG00000215187,CIMIP2B,9
ENSG00000288586,ENSG00000288586,9
ENSG00000227852,RPS29P17,9
ENSG00000107140,TESK1,9
ENSG00000263892,MIR4667,9
ENSG00000137101,CD72,9
ENSG00000295032,ENSG00000295032,9
ENSG00000231393,ENSG00000231393,9
ENSG00000227933,LOC101926948,9
ENSG00000137078,SIT1,9
ENSG00000277027,RMRP,9
ENSG00000159884,CCDC107,9
ENSG00000137135,ARHGEF39,9
ENSG00000303835,ENSG00000303835,9
ENSG00000243136,RN7SL22P,9
ENSG00000107159,CA9,9
ENSG00000198467,TPM2,9
ENSG00000137076,TLN1,9
ENSG00000284195,MIR6852,9
ENSG00000305087,ENSG00000305087,9
ENSG00000305069,ENSG00000305069,9
ENSG00000107175,CREB3,9
ENSG00000273945,MIR6853,9
ENSG00000070610,GBA2,9
ENSG00000107185,RGP1,9
ENSG00000215183,MSMP,9
ENSG00000228843,ENSG00000228843,9
ENSG00000227388,ENSG00000227388,9
ENSG00000297929,ENSG00000297929,9
ENSG00000159899,NPR2,9
ENSG00000137098,SPAG8,9
ENSG00000137133,HINT2,9
ENSG00000285645,ENSG00000285645,9
ENSG00000137103,TMEM8B,9
ENSG00000204930,FAM221B,9
ENSG00000236083,OR13E1P,9
ENSG00000168828,OR13J1,9
ENSG00000233659,NDUFA5P4,9
ENSG00000196196,HRCT1,9
